Strain,Stress_m0_MPa,Slope_dSigma_dm,R_squared
0.0,-2.1176124985942986,5.324515131066354,0.8964419421532952
0.000350127003003003,-2.0444005171950206,5.241779643352225,0.8844448866406212
0.000700254006006006,-2.0432087597505215,5.23969452869527,0.8834297696459318
0.001050381009009009,-1.9581390358064998,5.146022000612261,0.871292418004807
0.001400508012012012,-1.9959578262169062,5.173830193971407,0.8607760153353818
0.001750635015015015,-1.9930459389214745,5.17072874576749,0.8604432536741893
0.002100762018018018,-1.9296682130099119,5.101023187836933,0.8508970464482303
0.0024508890210210212,-1.7424184369542766,4.906565398315482,0.8340595789325008
0.002801016024024024,-1.3831048877088257,4.511312901386563,0.7663280592577683
0.003151143027027027,-0.8195581778183127,3.9495487408802283,0.6525499057661519
0.00350127003003003,0.00487379789688136,3.1217458800577655,0.45052198305323216
0.0038513970330330332,1.089233267885758,2.0464541420062514,0.17984740560960566
0.004201524036036036,2.51526273368491,0.6336769636294104,0.013969023767280894
0.004551651039039039,4.239672885620525,-1.0561034783154348,0.024516951745358347
0.0049017780420420425,6.253382587983683,-2.9662465523310644,0.11935098869714804
0.005251905045045045,8.459527738714247,-5.039175581490535,0.21771059417824282
0.005602032048048048,11.321578601706626,-7.712769441773552,0.3077192618798745
0.005952159051051051,14.7083899514103,-10.801928738411195,0.378036894240516
0.006302286054054054,17.596852670265683,-13.24091527688997,0.41503003246515224
0.006652413057057057,21.022680023116678,-16.180019505774922,0.4584503248787964
0.00700254006006006,24.27915537580992,-18.772562561879745,0.48265859355683494
0.007352667063063063,27.535131568921646,-21.317978373810014,0.5053941748466706
0.0077027940660660665,30.952412365010236,-24.113272229641993,0.5310159261246897
0.00805292106906907,34.39981624288124,-26.72559864811801,0.548327680821856
0.008403048072072072,37.83822820915432,-29.27722356014137,0.5567351836757257
0.008753175075075075,41.5078694225592,-32.08657230934776,0.5733775452888165
0.009103302078078078,45.81019231800648,-35.6098206891413,0.5884630986081029
0.00945342908108108,50.25959764931919,-39.146991763553245,0.5973369543376724
0.009803556084084085,54.76935680612478,-42.79141173328612,0.6176773548217485
0.010153683087087088,59.80534572481581,-46.85872050954093,0.6315218708442017
0.01050381009009009,64.0948279750303,-49.983783066519585,0.6412664045160348
0.010853937093093093,68.54841797853857,-53.22153256135231,0.6482501265904329
0.011204064096096096,72.92524595775566,-56.461333107654546,0.6481517575822225
0.011554191099099099,77.05264179362052,-59.21707932802138,0.6435766168187065
0.011904318102102102,81.60846483514501,-62.475691287996916,0.6433581184049667
0.012254445105105104,86.51413558552355,-66.11292707226077,0.6467569425582975
0.012604572108108107,90.92804184891541,-69.10789771466926,0.643318693235458
0.012954699111111112,94.5694222946445,-71.27414404918834,0.6422996240228486
0.013304826114114114,98.57974375981176,-73.79272936612499,0.6369306260412527
0.013654953117117117,102.61649844939907,-76.62796459185508,0.6352847568129687
0.01400508012012012,105.79578146317071,-78.14941341262166,0.6312805162793925
0.014355207123123123,110.0305089187183,-80.82331123993012,0.6213674211531045
0.014705334126126126,114.95392407897221,-84.48815660416862,0.6184251616215394
0.015055461129129128,120.87944489145387,-89.29869607622652,0.6175673923689835
0.015405588132132133,127.36734746451279,-94.61431643367182,0.6142334645842527
0.015755715135135136,134.98390084231585,-101.20308127140136,0.609294575463196
0.01610584213813814,141.83096707112855,-106.85655946408673,0.601282178258623
0.01645596914114114,148.6279828649212,-112.50506297213465,0.5963121747962095
0.016806096144144144,156.74108841801706,-119.73098586731614,0.5947834561238764
0.017156223147147147,163.15811492596345,-125.01857092753473,0.5883446687284715
0.01750635015015015,169.60133825377932,-130.12670257376027,0.5824787296590904
0.017856477153153152,175.9499791007442,-135.107008198913,0.5776851428610018
0.018206604156156155,182.88566653166166,-140.94567452102714,0.574124536892734
0.018556731159159158,188.87785792171513,-145.51120029429475,0.5690280917705717
0.01890685816216216,195.28936993148267,-150.39639883017483,0.5641001395454404
0.019256985165165164,202.05085222956654,-156.06771839237678,0.5628615044937084
0.01960711216816817,208.35729914611352,-161.23889786926014,0.5636532215773628
0.019957239171171173,215.63795640142754,-167.3237423419599,0.5647591181125762
0.020307366174174175,221.51951371746588,-171.75751374112903,0.5656529412485417
0.020657493177177178,228.220669097349,-177.35119369742966,0.5701620757226682
0.02100762018018018,235.16306348027467,-183.3130040356304,0.5755355625468497
0.021357747183183184,242.0435659959378,-189.02466123627178,0.5815337007017658
0.021707874186186187,248.80892080767302,-194.68158654177466,0.5880456075010555
0.02205800118918919,256.2580088962455,-201.09373994725706,0.5947316616031744
0.022408128192192192,263.72163428560447,-207.18312288592338,0.5992102821376554
0.022758255195195195,270.8406291468438,-212.8616215437394,0.6036322149508696
0.023108382198198198,278.2690353544007,-218.86315274698157,0.6111967029496789
0.0234585092012012,284.92532075018096,-223.89961111691198,0.614180055196263
0.023808636204204203,290.4611968706802,-227.38445829300323,0.6177350299333602
0.024158763207207206,296.35850590551445,-231.11014300108974,0.6197359090279355
0.02450889021021021,302.0333447045437,-234.8318482015853,0.6223330439755432
0.02485901721321321,307.56659989389766,-237.96765122575275,0.6217777221641803
0.025209144216216214,312.49454929525274,-240.36013824281164,0.6176711951789308
0.02555927121921922,319.12121453182806,-244.75556281808176,0.6172315026043567
0.025909398222222223,324.6036564419352,-248.01680325524566,0.6151435724986525
0.026259525225225226,330.36797716025,-251.57453249200532,0.6144389653345599
0.02660965222822823,335.95103632859355,-254.88974121138565,0.6133824952125707
0.026959779231231232,340.6299550390852,-257.09117891482975,0.6132185052748175
0.027309906234234235,345.5374144743001,-259.599691041714,0.6167241911492357
0.027660033237237237,350.0827993106784,-261.7647112401559,0.6193024285267634
0.02801016024024024,354.86068988535123,-264.1453441912705,0.6220801335204088
0.028360287243243243,359.23402854434005,-265.99414031761296,0.6261210812443447
0.028710414246246246,364.2651268954584,-268.72837893214376,0.6298470450220502
0.02906054124924925,368.65913920981495,-270.7409254734444,0.6349282619800135
0.02941066825225225,372.3447723322188,-271.95818802211596,0.6377775426455844
0.029760795255255254,375.67167984265285,-272.6381404552993,0.6398400980995842
0.030110922258258257,378.0921307766862,-272.3011260873091,0.6407852154887504
0.03046104926126126,380.46096636875984,-272.00274616290335,0.6430195854269467
0.030811176264264266,382.015759370204,-270.59957708136375,0.643895874497236
0.03116130326726727,383.576542194092,-269.125820343989,0.6439972827129568
0.03151143027027027,385.26081012018534,-267.8450225575608,0.6473114234832678
0.03186155727327327,386.9555091317259,-266.38345843526986,0.6505513434290967
0.03221168427627628,388.3510124504892,-264.805111118399,0.6511971960381965
0.032561811279279276,389.91302024580364,-263.49737528032364,0.6551171579050677
0.03291193828228228,391.5009881545359,-262.22650572251,0.6596426219453871
0.03326206528528528,392.01172684085964,-259.75184256091853,0.6594616082989084
0.03361219228828829,393.2183435613696,-258.2070074621681,0.6628162162907432
0.033962319291291294,394.5664226851249,-257.0768984676425,0.6681781284303684
0.034312446294294294,395.5812672936223,-255.61680133963353,0.6704539625951861
0.0346625732972973,395.8791232543922,-253.04665628587847,0.669917411392826
0.0350127003003003,397.24864077839266,-251.950624822701,0.6747749895925232
0.035362827303303306,398.698940153864,-251.00509752814241,0.6785468335147102
0.035712954306306305,399.63150534989313,-249.31391796424816,0.6818987828915968
0.03606308130930931,400.6838979553103,-247.2521218752545,0.6894320260197946
0.03641320831231231,401.64882850424124,-245.46240779086017,0.6959379292537736
0.03676333531531532,402.40267576148585,-243.47096387123938,0.701661284413149
0.037113462318318316,402.7453587854824,-240.72953999938647,0.7060379496356193
0.03746358932132132,402.82994027365396,-237.47873477582576,0.7091108978775656
0.03781371632432432,403.4560021548001,-235.2597260529186,0.7156003198259089
0.03816384332732733,403.8327780315466,-232.702439894924,0.7176350910904341
0.03851397033033033,403.65089183797784,-229.11966080174952,0.7181409108586796
0.03886409733333333,403.3867694203971,-225.50864865182623,0.7177223473159289
0.03921422433633634,403.20079302521935,-222.05374652452969,0.7182650262167509
0.03956435133933934,403.4419286211157,-219.31006204657567,0.721214420883725
0.039914478342342345,403.5508508528454,-216.53154958484595,0.7242298446415791
0.040264605345345345,403.67372966752146,-213.6295281897436,0.7289630283563255
0.04061473234834835,403.7982364918148,-210.73844757640853,0.734118796229631
0.04096485935135135,404.49005352161606,-208.64318411020932,0.7433717824622633
0.041314986354354356,405.1264603678878,-206.54307853310593,0.7514013317514584
0.041665113357357356,405.6940328811721,-204.21330927764504,0.7596148088223627
0.04201524036036036,405.9409503730143,-201.39770032756803,0.7659467689202262
0.04236536736336336,406.3448058247063,-199.09716016735035,0.7707536815054247
0.04271549436636637,406.7893787144863,-196.71303617164725,0.7779980161058689
0.04306562136936937,406.4413535522209,-193.24030757397634,0.7802936385610575
0.04341574837237237,406.50455176391523,-190.407297361163,0.7862107742924652
0.04376587537537537,406.48462628157927,-187.49130416682655,0.7914104576306457
0.04411600237837838,405.87816928736083,-183.78707565816512,0.7938385789396853
0.04446612938138138,405.7775881645666,-180.55497360567796,0.7991953859926884
0.044816256384384384,405.92350037515416,-177.87434815107983,0.8064659557941238
0.04516638338738739,406.0642180230641,-175.0030150018683,0.8147162322097772
0.04551651039039039,405.7568232844225,-171.56596578717742,0.8177482480145669
0.045866637393393396,405.6973016272468,-168.58234674909224,0.8246664299105732
0.046216764396396395,406.03218401449556,-166.30780489688757,0.8335381539047632
0.0465668913993994,405.9488163048226,-163.44261070555297,0.8388853910959916
0.0469170184024024,405.7296147161593,-160.41377774595918,0.84224782377379
0.04726714540540541,405.6389245099335,-157.8084633311921,0.8473370109235228
0.047617272408408406,405.87699654510766,-155.639150975966,0.8543302095089326
