Strain,Stress_m0_MPa,Slope_dSigma_dm,R_squared
0.04796739941141141,405.6127360608294,-152.8249794809716,0.8574275495664738
0.04831752641441441,405.85440974198593,-150.7547102129133,0.8608042189657449
0.04866765341741742,405.8730726454058,-148.42338929996322,0.86482116032463
0.04901778042042042,405.79926302528554,-145.86519801451823,0.8674657609662098
0.049367907423423424,405.4225636437436,-142.67855106006698,0.8715086905008662
0.04971803442642642,405.2786496202119,-140.23838149006392,0.8746793376910416
0.05006816142942943,405.3074555088639,-137.9897037340898,0.8781046086710362
0.05041828843243243,405.30304366253904,-135.64632643355355,0.8828905595883688
0.050768415435435435,404.71666298916136,-132.63070278253844,0.8826266436232333
0.05111854243843844,404.5524468339122,-130.18157448229692,0.8829930994524776
0.05146866944144144,404.29510240291495,-127.82803529206143,0.8811963837493187
0.05181879644444445,404.1719013523336,-125.73311376716426,0.8819323087709172
0.052168923447447446,404.15304208422765,-123.78720594575452,0.8803708130834244
0.05251905045045045,404.0783026003735,-121.82741544505816,0.8789168431898902
0.05286917745345345,403.946810031942,-119.8401574768031,0.8788443274499642
0.05321930445645646,404.0017594505221,-118.2701424345867,0.8784462218513662
0.05356943145945946,404.26778979053756,-116.9865452904085,0.8800047461977475
0.053919558462462464,404.3790935634696,-115.50796314840089,0.8809579850305486
0.05426968546546546,404.6259847964128,-114.30818720779217,0.881343700935405
0.05461981246846847,404.7960795535505,-112.93216115785069,0.8830500689339806
0.05496993947147147,405.0574311937954,-111.628002203977,0.8831359734113656
0.055320066474474475,405.43127047760174,-110.63174766156386,0.88265562856179
0.055670193477477474,405.9309944675349,-109.79072458004953,0.8810872160769535
0.05602032048048048,405.97893554980607,-108.35421856652239,0.8796516318297742
0.056370447483483486,406.1182698288963,-107.09438587197808,0.8773178234367764
0.056720574486486486,406.38773642957466,-106.00692159180178,0.8771447209628525
0.05707070148948949,406.5331953286948,-104.78960559873924,0.8754584269123008
0.05742082849249249,406.6236185503639,-103.46439316665355,0.873534327850133
0.0577709554954955,406.88027194104393,-102.41396343816923,0.872180980181205
0.0581210824984985,407.2822553582301,-101.5057084115887,0.8724643239303207
0.0584712095015015,407.7173182175659,-100.65009315472851,0.8731190602712602
0.0588213365045045,408.1341684920702,-99.79662473298957,0.8723283516461268
0.05917146350750751,408.90258733501054,-99.55488957613208,0.8747386983203164
0.05952159051051051,409.51482368343915,-99.07870410094158,0.8762457506893867
0.059871717513513514,410.06975680446965,-98.55611888106986,0.8773326005773874
0.060221844516516514,410.6050800244946,-98.05622203743137,0.8775251834069789
0.06057197151951952,410.98472897374336,-97.40273240218362,0.8775856608345817
0.06092209852252252,411.51878519559136,-96.86216589143095,0.878294723286679
0.061272225525525525,412.1771886029369,-96.58834047318828,0.8798331134824061
0.06162235252852853,412.84199361124666,-96.37742431092083,0.8814116759035497
0.06197247953153153,413.5440325536566,-96.08764758648435,0.8815547598309611
0.06232260653453454,413.9232485424992,-95.29313906140894,0.8825996935787535
0.06267273353753754,414.38995558715794,-94.69018265024562,0.8835017334389952
0.06302286054054054,414.8459904131518,-94.1071821428801,0.8839530190465621
0.06337298754354355,415.28908768633096,-93.49094278843329,0.8849877530501652
0.06372311454654654,415.64474428307676,-92.75202848075068,0.8852623613050454
0.06407324154954955,416.1363579339409,-92.24097369216747,0.8850827682341019
0.06442336855255255,416.73705640316734,-91.85522288295417,0.8837885991453435
0.06477349555555556,417.0737636759693,-91.13601404182822,0.8825230355831181
0.06512362255855855,417.7953597136818,-91.00987297047008,0.8837158932912382
0.06547374956156156,418.4741838456994,-90.91703805435539,0.8852620307404598
0.06582387656456457,419.085405324466,-90.60002812762878,0.8858867614797404
0.06617400356756757,419.62773624431304,-90.26912706905058,0.8867945974838377
0.06652413057057056,420.1197602421193,-89.82410545504062,0.8881161614852119
0.06687425757357357,420.6573407494845,-89.42859131719476,0.8895884525403035
0.06722438457657658,421.39054875308443,-89.3364363617256,0.8919081304969334
0.06757451157957958,422.16161797281427,-89.33203170968382,0.8932919049357504
0.06792463858258259,422.9019324240725,-89.20637871843273,0.8949616723485403
0.06827476558558558,423.3045518305625,-88.66330630673646,0.8939640865674067
0.06862489258858859,423.6857469275261,-88.0767899085028,0.8910371210199107
0.0689750195915916,424.06810140446237,-87.51935689226985,0.8908859931654366
0.0693251465945946,424.52118709698294,-87.12061519730082,0.8918012435905032
0.06967527359759759,425.10195918217295,-86.92815971774287,0.8935178883848336
0.0700254006006006,425.45132793102266,-86.3433257647427,0.8927940758121301
0.0703755276036036,425.682340207158,-85.58632109220464,0.8911358884912702
0.07072565460660661,426.23930130958934,-85.1879126203467,0.8913208770947254
0.0710757816096096,426.83566073080345,-84.928867765391,0.8923168395277656
0.07142590861261261,427.4045254829841,-84.63465589863237,0.8929675838533481
0.07177603561561562,427.97369859417853,-84.33691142861996,0.8946710619549586
0.07212616261861862,428.59923993491884,-84.14966520435429,0.8960830461744242
0.07247628962162161,429.3506582430937,-84.2277736941681,0.9002056442689775
0.07282641662462462,429.8475515221065,-83.9278573228627,0.9016750677290843
0.07317654362762763,430.3051983634511,-83.56320216608319,0.9020946091165644
0.07352667063063063,430.63960586267,-83.0046369968684,0.9024299218290055
0.07387679763363364,431.292039127684,-82.99080515992173,0.9032768698435617
0.07422692463663663,431.9432979225215,-82.9272566223726,0.90495993382968
0.07457705163963964,432.61096140577075,-82.86614523893975,0.9053244841404379
0.07492717864264264,432.9969618884751,-82.3550871899407,0.9047356339691591
0.07527730564564565,433.3855348908075,-81.77661478636503,0.9041596415479822
0.07562743264864864,433.70367284161125,-81.25405043067458,0.9046897706177327
0.07597755965165165,434.3720741766206,-81.181783082337,0.9071497775944607
0.07632768665465466,434.82489117243347,-80.82899126020551,0.9076115914139973
0.07667781365765766,435.16245390745416,-80.2307504422025,0.9083130524814232
0.07702794066066065,435.5074049737435,-79.69483901910901,0.9081906936564198
0.07737806766366366,436.19119192040137,-79.64153886720817,0.908075982680305
0.07772819466666667,436.68464854943693,-79.36746515040423,0.9088181957188703
0.07807832166966967,437.1001675351414,-78.95947469514695,0.9077543486125805
0.07842844867267268,437.6898369319664,-78.79001699791675,0.9067198696923933
0.07877857567567567,438.1789983030742,-78.59224049538886,0.9077602452488683
0.07912870267867868,438.63123806571053,-78.33830170383912,0.9081235515886068
0.07947882968168168,439.0461316851601,-77.97143523460494,0.9081688088719824
0.07982895668468469,439.5429918355209,-77.75031604844209,0.9101039879468856
0.08017908368768768,440.13911796359156,-77.66102337270455,0.912499941931131
0.08052921069069069,440.7920329621843,-77.56893469565183,0.9143110815698764
0.0808793376936937,441.4561090272642,-77.5734982650484,0.9154621125321245
0.0812294646966967,441.9159451567145,-77.20594926454288,0.9146902306573399
0.0815795916996997,442.3106035026102,-76.78351250532144,0.9138630984817404
0.0819297187027027,442.73648117501415,-76.39374386895678,0.9133206089062833
0.0822798457057057,443.11514117247646,-76.0037240720902,0.9129859650713948
0.08262997270870871,443.56997423143673,-75.73669877895368,0.9139635132891251
0.0829800997117117,443.84579762853724,-75.20218655905875,0.9131299701596903
0.08333022671471471,444.201670663117,-74.74203600725369,0.9132311234071667
0.08368035371771772,444.6355086903414,-74.41730045361987,0.9132180284774094
0.08403048072072072,445.1329483667889,-74.14286153984594,0.9131778265061505
0.08438060772372373,445.511334620809,-73.6978998896872,0.9141227694038904
0.08473073472672672,446.24168040263874,-73.82450929805398,0.9162947603066499
0.08508086172972973,446.92374392851633,-73.8765804355495,0.9192864544056917
0.08543098873273273,447.36968843960955,-73.6275604336551,0.9203234869611884
0.08578111573573574,447.7603210730003,-73.28040243230355,0.9210270379722871
0.08613124273873873,448.09844054891977,-72.88869895140078,0.9219491803233925
0.08648136974174174,448.58934759425216,-72.73787387774871,0.923265396000225
0.08683149674474475,449.1977775304348,-72.75408243118187,0.9241835104070173
0.08718162374774775,449.689244496445,-72.57954987177008,0.9246113303864332
0.08753175075075074,450.326374564831,-72.57697655272976,0.9245023874335011
0.08788187775375375,450.6228520795961,-72.0595031662793,0.9237175584307177
0.08823200475675676,451.08042201502985,-71.71966146884976,0.9245336279898733
0.08858213175975976,451.57525977837,-71.52298013116663,0.9249188796217378
0.08893225876276276,451.86977109444973,-71.0346169485465,0.9260140499798801
0.08928238576576576,452.40171357825363,-70.87290640251979,0.9283844808095163
0.08963251276876877,452.7294025527277,-70.51258862529932,0.9289653913512129
0.08998263977177177,453.0713207501859,-70.11965562093161,0.92954767595637
0.09033276677477478,453.39371703297076,-69.67986998969712,0.9283495621064589
0.09068289377777777,453.8298873414775,-69.4218055564398,0.9273166984415494
0.09103302078078078,454.33251506979616,-69.319479579334,0.9276951107731588
0.09138314778378379,454.76992770614413,-69.09914589730113,0.9264331941055274
0.09173327478678679,455.2603046298682,-68.94255009236504,0.9265609657174187
0.09208340178978978,455.74249144112105,-68.80418717337746,0.9283015619365098
0.09243352879279279,456.1742888259736,-68.548380105432,0.9296979193638345
0.0927836557957958,456.5680117864842,-68.24472059646827,0.9316835936663906
0.0931337827987988,456.98808043113957,-67.94369918954801,0.9337178914389593
0.0934839098018018,457.39324982854845,-67.67183472640352,0.9348078459307075
0.0938340368048048,457.8726318278683,-67.43255679436331,0.9353668249165942
0.09418416380780781,458.41106353979967,-67.29686906710121,0.9352544202805406
0.09453429081081081,458.72471835858687,-66.8653448515913,0.9357240673914073
0.0948844178138138,459.10515110103154,-66.53290044589815,0.9338784503327993
0.09523454481681681,459.5485326158629,-66.38421168492769,0.9339564596199476
0.09558467181981982,459.9522832191813,-66.12349480244873,0.934571571684697
0.09593479882282283,460.0350962251358,-65.44505211082478,0.9321995497791062
0.09628492582582583,460.38598063724686,-65.10828580366952,0.9336313248701866
0.09663505282882882,460.6694979160172,-64.69044093329597,0.9329990076069162
0.09698517983183183,461.0261655467588,-64.37250736313965,0.9344503567606733
0.09733530683483484,461.60209541819836,-64.29082872914785,0.935584543405959
0.09768543383783784,462.07508071139756,-64.15849334718281,0.9372013290497673
0.09803556084084084,462.6832195129243,-64.15657463801058,0.9388143734420643
0.09838568784384384,463.0425510937553,-63.91368531648257,0.939535983569762
0.09873581484684685,463.6079706489556,-63.84387244586143,0.9419197698659175
0.09908594184984985,463.9673969404378,-63.65314452271008,0.9426062938192974
0.09943606885285285,464.17132270457796,-63.135123668003615,0.9412181733660266
0.09978619585585585,464.6811082038051,-63.06216644063956,0.9425288257324965
0.10013632285885886,465.10178256620634,-62.935190696707004,0.942610648015281
0.10048644986186187,465.60598987414886,-62.812489653264706,0.942093373791288
0.10083657686486486,465.8194520713107,-62.27052392294216,0.9409210048043188
0.10118670386786786,466.21679461320304,-61.99020573759095,0.9410273202036313
0.10153683087087087,466.7086678716232,-61.871601944959174,0.9425548464110292
0.10188695787387388,467.0676522972617,-61.59813041297186,0.9424633180045552
0.10223708487687688,467.36365646755394,-61.14281149475199,0.9431935578299764
0.10258721187987987,467.67660612834504,-60.779730864852866,0.9429943558264366
0.10293733888288288,468.0932853775317,-60.52487214701541,0.9449186910187463
0.10328746588588589,468.48528890730915,-60.30303570818353,0.9450797861889104
0.1036375928888889,468.87279161012555,-60.01470362161344,0.9446453530335643
0.10398771989189189,469.3648790769952,-59.921127991155494,0.9449795884181917
0.10433784689489489,469.70236544839105,-59.67526405385353,0.9441709407044645
0.1046879738978979,470.3118508360339,-59.75402085484034,0.9446113027458601
0.1050381009009009,470.59038545602317,-59.3932654009409,0.944438004401922
0.1053882279039039,470.9081356531353,-59.08507473503944,0.9452204506351759
0.1057383549069069,471.34282268987147,-58.964331878826954,0.9478103452726607
0.10608848190990991,471.78633941613833,-58.88315850262393,0.9505150381178085
0.10643860891291292,472.1612186353864,-58.634622833747194,0.951418656144693
0.10678873591591592,472.4466023896036,-58.24636663471502,0.9529135570196016
0.10713886291891891,472.8834029487204,-58.020654772732584,0.9531347745641812
0.10748898992192192,473.08603358882874,-57.545798419230394,0.9523119823934204
0.10783911692492493,473.47974796055314,-57.29274546346787,0.9530482216276335
0.10818924392792793,473.797416442661,-57.03533917871205,0.9522265742772039
0.10853937093093093,474.06905985839353,-56.700846141064495,0.9508392451226392
0.10888949793393393,474.2742486011813,-56.21417748028981,0.9512326348185172
0.10923962493693694,474.43486931292836,-55.70595559492546,0.9493823172026503
0.10958975193993994,474.9121226301328,-55.65201259855298,0.9511954463340817
0.10993987894294294,475.1674739747947,-55.20677576587929,0.9514110283573144
0.11029000594594594,475.5394773190292,-54.96539476733827,0.9513482320456886
0.11064013294894895,476.03579554175246,-54.92658849342589,0.9540560927283734
0.11099025995195196,476.37850289148844,-54.7426857784241,0.9555195691903543
0.11134038695495495,476.8750230473856,-54.658915207830965,0.9580422739112764
0.11169051395795795,477.1119414437893,-54.26951596954693,0.9585404417592811
0.11204064096096096,477.49953008948376,-54.11104520250697,0.959891479646149
0.11239076796396397,477.8267519370947,-53.94121266945185,0.9611515988934596
0.11274089496696697,478.2156400250011,-53.765242890906045,0.9613116408278264
0.11309102196996997,478.5953634026213,-53.577571489423924,0.9615263941994033
0.11344114897297297,478.9775357659464,-53.462647428065615,0.9607373359816649
0.11379127597597598,479.230062288153,-53.08869297427223,0.9612135770145122
0.11414140297897898,479.5044582707293,-52.71125719352262,0.9608655734512865
0.11449152998198198,479.9288405984904,-52.573733432463236,0.9616455958443423
0.11484165698498498,480.34847824676336,-52.46861211077432,0.9642816567644112
0.11519178398798799,480.6331444343796,-52.1273894563591,0.9650566374813181
0.115541910990991,480.79404447588695,-51.59105615046522,0.9658210847750383
0.11589203799399399,481.1381896771548,-51.34617537970617,0.96687354992353
0.116242164996997,481.6167517984852,-51.31505526089111,0.9680073775875717
0.116592292,481.86346782733847,-50.97235187187482,0.9678707329651844
0.116942419003003,482.38511649586076,-50.98645104061828,0.9683266554112941
0.117292546006006,482.8127972602683,-50.91478588106997,0.9689648968164494
0.117642673009009,483.26181226860984,-50.90285825150045,0.9682457122296841
0.11799280001201201,483.4935449065069,-50.556483977923094,0.9690675495976597
0.11834292701501502,483.80861732183354,-50.32578302841884,0.9702083572782836
0.11869305401801802,484.2832295355547,-50.30660459360235,0.9725725549155161
0.11904318102102102,484.5446868366525,-50.02439923851094,0.9740075712825432
0.11939330802402402,484.91014910296985,-49.82340836995756,0.9755540895107938
0.11974343502702703,485.28695701567597,-49.63214925127503,0.9756061629366823
0.12009356203003003,485.67488676012124,-49.45472298244959,0.9773272121421663
0.12044368903303303,485.998816214649,-49.15751423248659,0.978151058258284
0.12079381603603603,486.3725955458362,-48.972788467861406,0.9786726721892751
0.12114394303903904,486.79739189405404,-48.86756116053106,0.9791000028162088
0.12149407004204205,486.98631311359435,-48.430124187615924,0.9785988612180294
0.12184419704504504,487.37129571021427,-48.26485136328458,0.9789626121336863
0.12219432404804804,487.68444528820794,-48.031521712448665,0.9793168077431395
0.12254445105105105,487.85437649390576,-47.612364621703726,0.979578800378809
0.12289457805405406,488.13195405811217,-47.30428251599022,0.9800065959956047
0.12324470505705706,488.65702795285233,-47.37156936300023,0.9809880498738651
0.12359483206006006,489.003132861513,-47.14909323810471,0.982811242477496
0.12394495906306306,489.3287502758828,-46.95121647447755,0.9827480741199782
0.12429508606606607,489.8460170911345,-46.99646099340145,0.9841704791270033
0.12464521306906907,490.1973807508336,-46.827759588234336,0.9858038794646904
0.12499534007207207,490.44112313957635,-46.50683911469357,0.9861589427320441
0.12534546707507507,490.8774958147958,-46.43875444668133,0.9869621568446063
0.12569559407807807,491.2014383351945,-46.318492920432725,0.9870537782378702
0.12604572108108109,491.6291625604781,-46.222622543709,0.987960235267547
0.12639584808408408,491.7851223735948,-45.79491407765881,0.987481492400236
0.1267459750870871,492.25875691103937,-45.78145460536812,0.9884031762546034
0.1270961020900901,492.3554979949023,-45.27570439262228,0.9874287933267675
0.12744622909309308,492.7712130638163,-45.15788777658361,0.9884535313749933
0.1277963560960961,493.03328887727633,-44.90122038737349,0.9895517811007771
0.1281464830990991,493.29145149622116,-44.609006332845276,0.9902138413410546
0.1284966101021021,493.490393483974,-44.16027083373578,0.9911320225442576
0.1288467371051051,493.7053602855487,-43.85674553755424,0.9914726090316552
0.1291968641081081,494.10424294373126,-43.76687365513118,0.9927753822549048
0.12954699111111112,494.38483914044406,-43.48332828117329,0.9933065543230566
0.1298971181141141,494.7756788850924,-43.388957215121756,0.9929061339299817
0.1302472451171171,495.1802892096169,-43.327095710796335,0.9933857673229202
0.13059737212012013,495.6626180897659,-43.377326807849784,0.993386727703967
0.13094749912312312,496.01067863945684,-43.23821887387115,0.9934980411864842
0.13129762612612614,496.19019297254346,-42.85850810744125,0.993776655750871
0.13164775312912913,496.49679384483863,-42.69100242459143,0.994014855100125
0.13199788013213212,496.7842567290037,-42.462087463533024,0.9948814115992302
0.13234800713513514,497.0484022341392,-42.18839203740721,0.9951907619679006
0.13269813413813814,497.3558217880425,-41.984260689276454,0.9954319891554336
0.13304826114114113,497.7315302825338,-41.86961197189056,0.9958074622696825
0.13339838814414415,498.0137773875919,-41.5978274204618,0.995872668997629
0.13374851514714714,498.2727048201445,-41.32506459259627,0.9964768219339435
0.13409864215015016,498.5598781401855,-41.13640343416272,0.9965379368001981
0.13444876915315315,498.73221006401457,-40.784364650980436,0.9965703829128771
0.13479889615615614,498.8507119160598,-40.293991039603426,0.9966733044105075
0.13514902315915917,499.05158371182824,-39.99812204715786,0.997114387758763
0.13549915016216216,499.2837408784103,-39.7216860928186,0.9970266846120892
0.13584927716516518,499.44858581794614,-39.30053938533534,0.9970829668393009
0.13619940416816817,499.780481333826,-39.15263768858223,0.9970722458523399
0.13654953117117116,500.25676385863625,-39.185059048709064,0.9977225296879745
0.13689965817417418,500.55787057689827,-38.98297517402528,0.9982569502542307
0.13724978517717717,500.96329275997596,-38.91493843589122,0.9983611562514507
0.13759991218018017,501.26542345458813,-38.71563470579963,0.9990466437945288
0.1379500391831832,501.5947391916011,-38.576042445590765,0.9993309908435157
0.13830016618618618,501.7852464144955,-38.20790804912256,0.9996845155592315
0.1386502931891892,502.10610889706305,-38.08960428331524,0.9998379154917544
0.1390004201921922,502.3362597922783,-37.847182572770905,0.9999333028422752
0.13935054719519518,502.5513687189954,-37.52323277739358,0.9998837592300283
0.1397006741981982,502.8114646913698,-37.265067297936305,0.9999538057411408
